Cuadricula;Peso;Fecha;Sigma0;Sigma1;Sigma2;Sigma3;Sigma4;Sigma5;Sigma6;Sigma7;Sigma8;Sigma9;Sigma10;Sigma11;Sigma12;Sigma13;Sigma14;Sigma15;Sigma16;Sigma17;Sigma18;Sigma19;Sigma20;Sigma21;Sigma22;Sigma23
B2;100;21/12/2024  22:00;0,02567815;0,01035240;0,03588676;0,03287578;0,01058883;0,01321566;0,00995356;0,01076743;0,01112457;0,01861291;0,00849013;0,01449471;0,01423663;0,00666583;0,00735095;0,01745109;0,00804701;0,00469817;0,00869028;0,00747334;0,00683740;0,01073769;0,00755652;0,00577181
B2;100;21/12/2024  22:15;0,02468938;0,00997324;0,03520522;0,03149208;0,01018872;0,01300490;0,00969307;0,01036322;0,01084764;0,01786508;0,00819200;0,01432055;0,01407953;0,00653235;0,00748236;0,01731976;0,00789670;0,00464122;0,00856053;0,00733509;0,00690463;0,01058858;0,00740746;0,00588377
B2;100;21/12/2024  22:30;0,02459969;0,00993957;0,03691870;0,03142340;0,01014709;0,01351736;0,00961745;0,01032781;0,01114324;0,01778946;0,00819056;0,01484380;0,01371905;0,00649146;0,00753974;0,01685227;0,00779791;0,00470413;0,00856518;0,00725143;0,00691483;0,01038513;0,00733338;0,00591690
B2;100;21/12/2024  22:45;0,02468415;0,01001999;0,03700754;0,03145565;0,01024254;0,01359626;0,00971903;0,01040062;0,01115196;0,01787982;0,00824072;0,01491673;0,01390036;0,00644892;0,00514553;0,01711199;0,00777756;0,00414834;0,00842874;0,00723194;0,00551003;0,01044800;0,00730570;0,00356821
B2;100;21/12/2024  23:00;0,02568396;0,01036289;0,03806769;0,03287010;0,01059369;0,01392994;0,01001618;0,01077123;0,01148052;0,01865482;0,00850755;0,01524919;0,01428029;0,00665016;0,00750382;0,01750934;0,00805145;0,00520949;0,00858180;0,00748103;0,00687695;0,01073625;0,00754766;0,00580231
B2;100;21/12/2024  23:15;0,02435161;0,00988706;0,03633950;0,03102403;0,01009571;0,01338954;0,00962914;0,01024764;0,01097104;0,01762499;0,00813104;0,01467004;0,01358986;0,00645652;0,00751626;0,01676343;0,00772700;0,00518649;0,00846197;0,00718354;0,00689981;0,01025559;0,00727599;0,00581287
B2;100;21/12/2024  23:30;0,02655692;0,01071018;0,03774184;0,03396927;0,01096113;0,01381149;0,01035614;0,01113006;0,01156637;0,01931035;0,00876118;0,01511569;0,01434933;0,00672347;0,00759364;0,01760767;0,00810576;0,00517342;0,00874227;0,00752257;0,00700705;0,01080315;0,00761151;0,00592812
B2;100;21/12/2024  23:45;0,02556497;0,01031150;0,03565388;0,03264174;0,01054340;0,01317458;0,01005609;0,01071075;0,01110693;0,01857479;0,00843551;0,01451565;0,01400927;0,00655290;0,00552152;0,01722141;0,00788630;0,00423546;0,00854110;0,00733758;0,00574211;0,01053298;0,00741736;0,00393149
B2;100;22/12/2024  0:00;0,02556078;0,01033540;0,03653169;0,03265386;0,01055946;0,01342167;0,01002873;0,01072723;0,01120354;0,01856272;0,00847155;0,01472007;0,01387051;0,00661467;0,00738380;0,01704532;0,00791617;0,00466050;0,00862356;0,00736455;0,00684850;0,01048236;0,00744608;0,00576656
B2;100;22/12/2024  0:15;0,02468673;0,00999598;0,03667635;0,03146283;0,01022505;0,01347716;0,00971485;0,01037813;0,01110848;0,01788528;0,00821856;0,01481807;0,01389012;0,00648858;0,00744467;0,01709288;0,00781913;0,00471324;0,00842716;0,00727018;0,00686633;0,01044271;0,00734551;0,00585332
B2;100;22/12/2024  0:30;0,02588823;0,01043535;0,03653862;0,03312368;0,01066897;0,01343203;0,01011115;0,01084136;0,01128868;0,01882007;0,00854283;0,01472632;0,01419273;0,00673012;0,00757600;0,01741886;0,00808501;0,00469095;0,00858811;0,00751147;0,00694037;0,01066928;0,00759896;0,00594027
B2;100;22/12/2024  0:45;0,02559867;0,01037771;0,03704823;0,03269715;0,01063038;0,01360906;0,01001217;0,01077929;0,01132923;0,01859204;0,00851675;0,01485947;0,01445976;0,00672379;0,00673252;0,01778746;0,00810822;0,00515748;0,00859996;0,00753141;0,00640774;0,01083948;0,00760562;0,00492706
B2;100;22/12/2024  1:00;0,02467204;0,00995897;0,03641974;0,03147481;0,01017923;0,01344668;0,00976919;0,01033559;0,01107437;0,01785298;0,00818790;0,01472289;0,01411793;0,00658348;0,00758313;0,01744390;0,00792305;0,00524362;0,00883282;0,00734936;0,00691226;0,01066535;0,00744115;0,00588271
B2;100;22/12/2024  1:15;0,02589110;0,01042793;0,03662856;0,03310744;0,01066009;0,01349955;0,01014779;0,01082484;0,01130764;0,01880484;0,00852910;0,01474388;0,01427374;0,00667226;0,00739470;0,01754860;0,00804120;0,00497153;0,00871880;0,00748166;0,00681117;0,01075484;0,00755774;0,00577140
B2;100;22/12/2024  1:30;0,02392395;0,00971838;0,03618163;0,03041554;0,00992669;0,01333996;0,00951400;0,01008795;0,01094851;0,01734229;0,00801866;0,01461827;0,01348092;0,00630665;0,00740601;0,01663524;0,00757604;0,00465288;0,00811209;0,00705901;0,00682555;0,01011008;0,00711439;0,00584288
B2;100;22/12/2024  1:45;0,02515550;0,01019003;0,03693078;0,03211932;0,01041176;0,01355792;0,00997333;0,01058515;0,01121124;0,01828380;0,00837953;0,01482785;0,01415276;0,00668642;0,00758127;0,01745582;0,00801017;0,00465310;0,00860464;0,00746339;0,00694753;0,01062928;0,00754661;0,00592194
B2;100;22/12/2024  2:00;0,02438173;0,00990142;0,03636556;0,03105034;0,01012019;0,01337165;0,00962767;0,01028087;0,01102922;0,01766035;0,00816626;0,01462967;0,01367331;0,00650915;0,00628729;0,01686670;0,00776158;0,00443019;0,00839825;0,00723510;0,00614852;0,01030217;0,00731493;0,00468665
B2;100;22/12/2024  2:15;0,02527969;0,01022431;0,03725014;0,03226506;0,01045998;0,01365636;0,00996075;0,01060669;0,01131677;0,01836550;0,00839337;0,01493803;0,01424115;0,00667534;0,00733699;0,01753673;0,00802109;0,00470705;0,00850673;0,00747078;0,00680415;0,01068243;0,00753949;0,00578430
B2;100;22/12/2024  2:30;0,02432764;0,00985935;0,03580285;0,03100746;0,01007184;0,01324752;0,00961632;0,01024069;0,01091396;0,01762276;0,00810892;0,01446879;0,01423265;0,00659782;0,00757852;0,01756184;0,00793717;0,00538487;0,00850672;0,00738940;0,00687550;0,01066202;0,00745656;0,00580930
B2;100;22/12/2024  2:45;0,02547130;0,01027655;0,03597986;0,03255864;0,01049869;0,01333058;0,01000379;0,01066866;0,01110953;0,01849775;0,00841577;0,01452331;0,01432626;0,00669524;0,00759392;0,01764869;0,00805879;0,00542242;0,00869842;0,00749106;0,00694580;0,01076704;0,00757217;0,00589304
B2;100;22/12/2024  3:00;0,02510461;0,01017738;0,03663993;0,03204890;0,01039254;0,01351982;0,00995949;0,01056391;0,01115681;0,01824401;0,00836154;0,01476097;0,01392782;0,00657313;0,00560426;0,01715230;0,00788051;0,00455016;0,00853955;0,00734288;0,00568002;0,01049724;0,00741490;0,00404120
B2;100;22/12/2024  3:15;0,02504742;0,01013773;0,03475901;0,03194244;0,01037368;0,01290204;0,00984539;0,01052639;0,01082541;0,01819776;0,00831140;0,01409785;0,01396128;0,00652664;0,00741177;0,01717908;0,00785891;0,00461826;0,00830965;0,00731451;0,00680183;0,01046562;0,00737586;0,00579921
B2;100;22/12/2024  3:30;0,02547416;0,01027418;0,03618892;0,03257217;0,01050139;0,01332646;0,01000528;0,01067579;0,01115691;0,01851261;0,00841341;0,01457230;0,01426332;0,00667811;0,00738847;0,01753981;0,00805364;0,00472181;0,00863282;0,00749578;0,00677408;0,01071564;0,00756125;0,00583506
B2;100;22/12/2024  3:45;0,02494343;0,01008131;0,03629130;0,03181689;0,01030167;0,01337650;0,00992284;0,01046493;0,01108978;0,01811706;0,00827761;0,01461452;0,01369377;0,00649323;0,00749668;0,01690209;0,00777261;0,00471379;0,00857070;0,00722511;0,00686464;0,01034426;0,00730884;0,00594561
B2;100;22/12/2024  4:00;0,02544988;0,01026395;0,03591042;0,03248555;0,01050128;0,01325323;0,01011655;0,01066022;0,01110775;0,01852694;0,00841405;0,01450735;0,01399899;0,00657915;0,00709726;0,01727462;0,00789900;0,00461176;0,00864357;0,00734914;0,00655735;0,01053514;0,00743083;0,00552848
B2;100;22/12/2024  4:15;0,02492607;0,01006978;0,03488293;0,03183500;0,01029552;0,01297479;0,00978552;0,01045350;0,01088355;0,01806005;0,00825840;0,01421117;0,01385502;0,00659567;0,00717453;0,01707475;0,00789410;0,00528315;0,00864867;0,00733944;0,00657837;0,01047116;0,00743135;0,00549920
B2;100;22/12/2024  4:30;0,02591658;0,01044075;0,03635338;0,03313825;0,01068785;0,01342669;0,01017770;0,01085252;0,01128074;0,01886454;0,00854593;0,01459905;0,01409134;0,00664196;0,00733996;0,01732428;0,00800143;0,00531557;0,00863077;0,00743768;0,00671105;0,01060428;0,00751632;0,00575492
B2;100;22/12/2024  4:45;0,02564439;0,01033804;0,03487710;0,03277833;0,01057353;0,01300087;0,01005660;0,01073075;0,01097816;0,01863389;0,00845128;0,01420297;0,01440217;0,00669367;0,00743254;0,01772810;0,00808144;0,00488038;0,00868127;0,00751773;0,00677284;0,01081049;0,00758686;0,00581586
B2;100;22/12/2024  5:00;0,02561066;0,01034959;0,03570755;0,03273324;0,01058128;0,01317296;0,01014062;0,01075316;0,01111776;0,01862674;0,00848981;0,01442896;0,01414364;0,00675052;0,00744991;0,01743167;0,00805878;0,00467265;0,00871622;0,00750088;0,00677872;0,01066767;0,00759897;0,00584007
B2;100;22/12/2024  5:15;0,02507353;0,01014115;0,03455287;0,03198592;0,01036674;0,01285326;0,00993161;0,01052077;0,01084099;0,01821647;0,00831875;0,01410504;0,01423736;0,00668627;0,00560789;0,01758807;0,00802254;0,00430571;0,00861867;0,00747296;0,00563797;0,01066692;0,00754395;0,00414025
B2;100;22/12/2024  5:30;0,02645899;0,01063866;0,03599916;0,03387844;0,01088321;0,01329677;0,01036603;0,01104951;0,01131373;0,01925808;0,00868532;0,01454258;0,01446773;0,00681550;0,00726453;0,01783215;0,00817897;0,00467272;0,00895637;0,00761043;0,00668560;0,01091138;0,00769768;0,00570405
B2;100;22/12/2024  5:45;0,02513739;0,01015806;0,03710775;0,03209323;0,01038381;0,01362771;0,01001225;0,01053364;0,01128474;0,01828081;0,00832961;0,01488330;0,01434480;0,00663607;0,00730407;0,01773788;0,00799906;0,00461065;0,00882875;0,00743447;0,00669292;0,01078450;0,00751204;0,00572405
B2;100;22/12/2024  6:00;0,02545916;0,01029405;0,03726836;0,03249965;0,01051235;0,01371254;0,01004064;0,01067766;0,01134372;0,01851682;0,00843821;0,01494710;0,01403407;0,00668490;0,00744880;0,01729743;0,00799044;0,00523833;0,00848268;0,00743841;0,00675001;0,01053913;0,00752188;0,00577240
B2;100;22/12/2024  6:15;0,02567148;0,01032930;0,03656298;0,03280883;0,01056760;0,01350476;0,01013573;0,01072216;0,01128852;0,01866251;0,00846167;0,01472539;0,01415783;0,00671733;0,00716257;0,01748576;0,00803764;0,00532978;0,00878374;0,00748581;0,00657346;0,01066751;0,00757158;0,00553650
B2;100;22/12/2024  6:30;0,02597095;0,01046044;0,03678525;0,03321074;0,01069872;0,01354851;0,01020881;0,01086092;0,01137205;0,01888708;0,00856910;0,01475107;0,01425285;0,00678458;0,00717992;0,01756796;0,00812426;0,00471408;0,00880277;0,00756151;0,00655362;0,01073623;0,00764363;0,00554618
B2;100;22/12/2024  6:45;0,02446539;0,00992545;0,03671427;0,03115709;0,01013625;0,01351076;0,00966599;0,01030162;0,01112911;0,01773154;0,00816732;0,01477809;0,01411746;0,00667605;0,00732376;0,01743751;0,00798672;0,00465849;0,00839815;0,00743718;0,00674655;0,01056552;0,00751027;0,00576436
B2;100;22/12/2024  7:00;0,02484782;0,01004729;0,03449056;0,03165925;0,01026464;0,01283660;0,00988304;0,01041444;0,01077382;0,01804698;0,00822357;0,01404000;0,01379811;0,00652300;0,00734155;0,01705179;0,00780658;0,00461981;0,00853655;0,00726566;0,00673138;0,01038382;0,00734603;0,00571972
B2;100;22/12/2024  7:15;0,02575858;0,01038348;0,03470073;0,03290728;0,01061507;0,01291965;0,01013780;0,01077301;0,01097557;0,01873789;0,00848610;0,01412845;0,01422284;0,00668150;0,00749989;0,01751416;0,00803052;0,00465550;0,00859735;0,00747778;0,00682100;0,01066668;0,00755471;0,00585180
B2;100;22/12/2024  7:30;0,02516778;0,01016353;0,03601988;0,03214032;0,01039074;0,01330728;0,00999111;0,01054226;0,01114105;0,01829470;0,00833015;0,01449730;0,01429286;0,00671766;0,00620688;0,01765429;0,00806602;0,00443279;0,00872068;0,00749988;0,00600709;0,01073623;0,00757715;0,00469561
B2;100;22/12/2024  7:45;0,02450022;0,00990737;0,03697189;0,03123771;0,01011964;0,01360863;0,00977742;0,01028200;0,01117971;0,01781686;0,00814784;0,01481172;0,01371267;0,00656601;0,00747945;0,01694521;0,00781596;0,00515802;0,00833029;0,00727340;0,00677447;0,01028981;0,00736502;0,00576128
B2;100;22/12/2024  8:00;0,02480071;0,01003730;0,03526206;0,03160357;0,01025866;0,01310059;0,00986512;0,01041732;0,01092299;0,01801789;0,00824415;0,01428496;0,01381687;0,00652029;0,00746372;0,01705916;0,00780369;0,00531906;0,00840292;0,00726467;0,00678615;0,01037653;0,00735321;0,00578156
B2;100;22/12/2024  8:15;0,02518657;0,01016918;0,03597013;0,03216169;0,01038918;0,01331456;0,01003187;0,01055476;0,01109617;0,01831911;0,00834505;0,01451071;0,01462151;0,00680768;0,00738964;0,01808475;0,00817273;0,00486500;0,00880115;0,00761195;0,00673240;0,01096322;0,00768177;0,00576440
B2;100;22/12/2024  8:30;0,02526364;0,01021202;0,03664333;0,03223642;0,01043393;0,01350174;0,01005477;0,01059129;0,01125660;0,01838156;0,00837350;0,01465942;0,01417000;0,00672384;0,00744774;0,01751283;0,00802194;0,00467605;0,00866286;0,00746962;0,00679697;0,01065817;0,00755846;0,00589103
B2;100;22/12/2024  8:45;0,02474697;0,00999048;0,03590155;0,03157345;0,01020862;0,01328936;0,00981209;0,01036659;0,01106461;0,01794720;0,00820420;0,01448471;0,01361277;0,00657058;0,00630149;0,01681233;0,00781727;0,00439345;0,00859184;0,00727911;0,00606076;0,01029626;0,00737124;0,00471616
B2;100;22/12/2024  9:00;0,02600566;0,01044391;0,03598357;0,03325990;0,01068315;0,01330424;0,01023023;0,01084390;0,01126793;0,01891451;0,00853947;0,01447714;0,01446276;0,00675002;0,00735653;0,01781943;0,00812836;0,00464514;0,00885191;0,00755906;0,00671198;0,01087547;0,00762964;0,00577229
B2;100;22/12/2024  9:15;0,02578644;0,01035563;0,03598739;0,03293715;0,01059140;0,01334800;0,01012319;0,01076169;0,01118807;0,01874400;0,00847238;0,01451451;0,01432896;0,00675725;0,00730229;0,01763091;0,00811152;0,00469699;0,00853981;0,00755045;0,00667907;0,01073780;0,00762921;0,00572655
B2;100;22/12/2024  10:00;0,02518829;0,01018187;0,03706941;0,03213686;0,01039979;0,01366657;0,00998406;0,01056712;0,01128274;0,01832297;0,00836257;0,01476763;0,01391498;0,00662242;0,00593379;0,01717632;0,00789816;0,00454445;0,00837720;0,00736223;0,00581739;0,01043758;0,00743927;0,00450104
B2;100;22/12/2024  12:30;0,02541331;0,01023247;0,03462332;0,03244686;0,01046842;0,01291092;0,00998167;0,01062530;0,01091747;0,01845121;0,00837036;0,01409365;0,01416117;0,00655912;0,00737253;0,01744274;0,00792229;0,00476999;0,00857429;0,00736846;0,00679631;0,01063958;0,00743805;0,00588384
B2;100;22/12/2024  13:00;0,02507244;0,01011662;0,03605539;0,03197965;0,01034383;0,01337423;0,00994348;0,01049958;0,01115301;0,01822026;0,00829380;0,01459064;0,01400417;0,00647095;0,00768515;0,01728811;0,00782468;0,00545542;0,00859813;0,00726541;0,00695794;0,01051528;0,00734010;0,00607183
B2;100;22/12/2024  13:15;0,02425404;0,00983384;0,03650134;0,03092094;0,01005225;0,01351224;0,00961466;0,01021277;0,01105306;0,01757849;0,00809700;0,01466631;0,01362747;0,00643797;0,00778701;0,01682231;0,00771402;0,00532123;0,00851282;0,00717619;0,00702420;0,01028777;0,00725685;0,00613796
B2;100;22/12/2024  13:30;0,02406263;0,00971457;0,03585387;0,03064241;0,00992645;0,01327656;0,00956213;0,01008450;0,01092907;0,01742836;0,00799633;0,01442751;0,01362049;0,00632660;0,00675647;0,01680507;0,00763410;0,00476868;0,00831806;0,00709738;0,00644847;0,01023490;0,00716712;0,00525444
C2;100;22/12/2024  14:15;0,02584606;0,01044255;0,02600340;0,03310586;0,01064603;0,01191476;0,01046828;0,01104614;0,01900799;0,01885933;0,00852780;0,01483408;0,01435674;0,00668159;0,00659033;0,01755531;0,00812474;0,00422109;0,00790857;0,00756286;0,00673518;0,01061567;0,00761221;0,00509541
C2;100;22/12/2024  14:30;0,02542634;0,01028896;0,02701927;0,03256377;0,01049075;0,01214082;0,01032900;0,01088656;0,01923582;0,01854154;0,00842072;0,01501128;0,01364300;0,00651931;0,00713374;0,01666022;0,00788629;0,00435207;0,00779791;0,00734071;0,00692008;0,01013635;0,00740509;0,00567295
C2;100;22/12/2024  14:45;0,02537408;0,01025042;0,02645593;0,03246597;0,01046185;0,01191026;0,01030734;0,01085120;0,01926990;0,01850115;0,00838310;0,01493962;0,01403373;0,00652100;0,00752491;0,01717729;0,00794273;0,00538037;0,00783498;0,00738339;0,00706535;0,01037263;0,00743207;0,00579090
C2;100;22/12/2024  15:15;0,02497643;0,01009315;0,02690572;0,03193080;0,01029506;0,01209692;0,01016627;0,01066988;0,01959544;0,01817974;0,00826706;0,01486587;0,01335630;0,00631418;0,00645786;0,01631812;0,00764613;0,00446175;0,00774498;0,00712059;0,00643744;0,00996085;0,00718302;0,00501913
C2;100;22/12/2024  15:30;0,02525686;0,01018632;0,02640472;0,03231130;0,01038229;0,01187961;0,01025016;0,01076429;0,01961043;0,01839780;0,00832845;0,01493044;0,01376833;0,00644848;0,00725139;0,01682425;0,00784945;0,00438275;0,00780575;0,00730201;0,00692992;0,01022537;0,00735284;0,00575638
C2;100;22/12/2024  15:45;0,02512030;0,01016341;0,02716187;0,03212701;0,01036484;0,01210664;0,01014626;0,01075529;0,01977881;0,01827818;0,00833761;0,01511262;0,01358742;0,00631040;0,00632700;0,01657713;0,00770659;0,00415717;0,00773289;0,00716562;0,00632684;0,01010708;0,00720580;0,00492587
C2;100;22/12/2024  16:00;0,02595910;0,01046148;0,02684443;0,03322213;0,01067273;0,01205462;0,01050382;0,01106737;0,01997613;0,01892695;0,00856590;0,01519203;0,01432711;0,00655144;0,00714596;0,01749323;0,00804368;0,00438706;0,00792753;0,00747258;0,00678901;0,01059772;0,00751619;0,00568723
C2;100;22/12/2024  16:15;0,02570144;0,01042043;0,02708690;0,03290183;0,01064015;0,01205881;0,01036785;0,01103223;0,01970643;0,01872722;0,00853190;0,01512228;0,01436830;0,00655389;0,00735044;0,01753887;0,00805173;0,00439025;0,00791547;0,00748249;0,00690632;0,01062735;0,00752006;0,00586567
C2;100;22/12/2024  16:30;0,02515981;0,01017396;0,02714057;0,03215832;0,01038244;0,01214284;0,01017790;0,01075514;0,02024815;0,01831449;0,00832963;0,01540829;0,01393234;0,00635251;0,00526185;0,01702902;0,00778826;0,00506796;0,00772682;0,00723976;0,00563524;0,01029976;0,00727237;0,00366029
C2;100;22/12/2024  16:45;0,02535213;0,01025233;0,02693515;0,03241794;0,01046506;0,01205753;0,01025059;0,01085134;0,01958969;0,01845824;0,00841014;0,01523903;0,01377761;0,00638731;0,00757509;0,01682034;0,00781151;0,00492663;0,00778419;0,00725427;0,00715581;0,01022086;0,00729478;0,00599754
C2;100;22/12/2024  17:00;0,02480718;0,01001878;0,02710119;0,03169064;0,01022284;0,01210413;0,01010810;0,01059457;0,02017796;0,01804762;0,00821738;0,01540030;0,01365868;0,00624244;0,00540867;0,01669763;0,00766850;0,00407904;0,00775754;0,00712640;0,00597468;0,01014536;0,00715705;0,00397741
C2;100;22/12/2024  17:15;0,02579057;0,01043677;0,02685516;0,03302312;0,01064881;0,01202148;0,01040954;0,01103995;0,01968539;0,01879417;0,00854035;0,01505428;0,01400914;0,00644608;0,00743336;0,01707956;0,00791688;0,00440424;0,00787826;0,00734972;0,00714520;0,01039769;0,00739195;0,00586275
C2;100;22/12/2024  17:30;0,02485278;0,01011502;0,02701544;0,03175183;0,01030893;0,01206743;0,01007621;0,01068038;0,02016198;0,01807003;0,00829137;0,01519283;0,01365706;0,00631207;0,00707578;0,01667555;0,00770893;0,00434661;0,00774651;0,00717116;0,00698087;0,01015265;0,00721144;0,00554906
C2;100;22/12/2024  17:45;0,02467503;0,01003607;0,02753427;0,03153433;0,01022189;0,01231308;0,01000385;0,01060339;0,02019635;0,01793796;0,00823846;0,01544403;0,01368157;0,00635362;0,00684312;0,01671024;0,00774483;0,00428478;0,00769641;0,00719995;0,00695107;0,01014412;0,00725058;0,00525536
C2;100;22/12/2024  18:00;0,02510467;0,01022101;0,02645074;0,03208082;0,01042215;0,01194462;0,01018499;0,01080706;0,01952419;0,01828037;0,00838431;0,01488847;0,01378564;0,00630421;0,00762012;0,01682621;0,00773649;0,00446513;0,00777928;0,00718302;0,00747159;0,01022812;0,00722792;0,00595656
C2;100;22/12/2024  18:15;0,02551758;0,01034203;0,02690035;0,03267982;0,01055954;0,01204052;0,01027991;0,01095019;0,02005270;0,01857680;0,00847164;0,01525925;0,01386599;0,00644811;0,00550794;0,01689216;0,00787242;0,00509330;0,00785692;0,00732052;0,00617921;0,01031088;0,00737582;0,00361731
C2;100;22/12/2024  18:30;0,02626588;0,01065483;0,02760668;0,03368092;0,01088638;0,01222435;0,01057778;0,01129423;0,01995966;0,01916683;0,00873678;0,01545141;0,01452391;0,00662804;0,00743369;0,01772574;0,00816085;0,00493032;0,00805970;0,00757733;0,00728541;0,01074400;0,00761079;0,00579907
C2;100;22/12/2024  18:45;0,02593870;0,01049411;0,02761421;0,03324156;0,01070383;0,01225044;0,01045904;0,01110463;0,02053575;0,01889132;0,00859493;0,01545630;0,01432050;0,00655859;0,00668724;0,01746124;0,00805186;0,00434680;0,00805972;0,00747892;0,00686374;0,01063108;0,00752545;0,00513985
C2;100;22/12/2024  19:00;0,02560380;0,01035435;0,02757310;0,03276247;0,01055243;0,01228098;0,01029861;0,01095021;0,01980256;0,01864721;0,00848730;0,01524315;0,01369650;0,00634652;0,00687104;0,01669043;0,00777117;0,00430235;0,00774263;0,00723234;0,00700460;0,01017629;0,00726908;0,00528073
C2;100;22/12/2024  19:15;0,02562822;0,01040312;0,02730307;0,03278457;0,01061797;0,01216697;0,01037880;0,01100678;0,02025592;0,01866605;0,00852829;0,01536052;0,01408267;0,00645293;0,00755616;0,01719742;0,00791973;0,00450309;0,00796047;0,00735542;0,00743891;0,01045047;0,00739587;0,00590006
C2;100;22/12/2024  19:30;0,02610809;0,01060784;0,02715056;0,03339325;0,01082141;0,01215094;0,01050385;0,01121198;0,01985500;0,01902705;0,00869012;0,01530383;0,01399948;0,00646148;0,00522884;0,01705374;0,00792021;0,00393600;0,00781346;0,00736062;0,00623229;0,01038533;0,00740082;0,00360033
C2;100;22/12/2024  19:45;0,02610904;0,01052780;0,02669036;0,03344184;0,01073290;0,01203717;0,01053850;0,01113820;0,01998289;0,01904354;0,00860194;0,01551131;0,01467846;0,00660356;0,00752873;0,01793442;0,00816068;0,00451575;0,00801939;0,00757008;0,00754252;0,01082474;0,00760241;0,00583788
C2;100;22/12/2024  20:00;0,02641273;0,01070183;0,02760252;0,03383222;0,01093602;0,01230756;0,01059289;0,01134099;0,02048150;0,01925028;0,00878173;0,01554781;0,01417455;0,00653106;0,00779825;0,01725570;0,00801817;0,00548899;0,00790238;0,00744555;0,00771462;0,01052093;0,00747951;0,00589820
C2;100;22/12/2024  20:15;0,02498649;0,01020249;0,02721810;0,03190987;0,01039158;0,01220439;0,01014710;0,01077179;0,01976124;0,01818351;0,00838067;0,01522863;0,01381035;0,00634795;0,00564663;0,01685791;0,00777623;0,00454462;0,00774918;0,00722667;0,00648802;0,01024818;0,00726107;0,00381941
C2;100;22/12/2024  20:30;0,02506338;0,01018470;0,02665905;0,03203395;0,01037791;0,01203271;0,01016783;0,01076357;0,02003359;0,01825017;0,00836388;0,01545295;0,01401376;0,00637615;0,00756671;0,01712037;0,00784453;0,00439347;0,00785701;0,00728047;0,00745189;0,01038715;0,00731953;0,00591903
C2;100;22/12/2024  20:45;0,02615015;0,01057168;0,02740800;0,03345996;0,01080209;0,01224949;0,01055073;0,01118669;0,02037671;0,01907594;0,00865714;0,01556123;0,01417001;0,00644537;0,00757593;0,01729984;0,00795255;0,00447102;0,00791353;0,00738236;0,00744965;0,01048568;0,00741636;0,00591047
C2;100;22/12/2024  21:00;0,02640992;0,01067725;0,02713091;0,03387447;0,01090365;0,01214203;0,01065106;0,01130984;0,01998517;0,01928043;0,00873859;0,01531264;0,01436023;0,00656433;0,00620323;0,01750493;0,00807212;0,00412442;0,00801897;0,00749512;0,00680563;0,01064950;0,00754379;0,00448606
C2;100;22/12/2024  21:15;0,02649053;0,01074615;0,02707979;0,03393265;0,01097372;0,01216812;0,01069166;0,01137314;0,02033396;0,01932793;0,00880282;0,01537534;0,01457146;0,00659515;0,00769889;0,01779123;0,00814414;0,00446869;0,00803983;0,00755382;0,00762685;0,01078374;0,00758925;0,00593078
C2;100;22/12/2024  21:30;0,02579870;0,01049566;0,02684646;0,03304827;0,01071826;0,01209841;0,01039561;0,01110185;0,02003197;0,01879424;0,00860062;0,01536242;0,01431218;0,00654551;0,00724999;0,01745077;0,00804472;0,00447482;0,00796370;0,00746663;0,00743871;0,01062002;0,00750179;0,00551185
C2;100;22/12/2024  21:45;0,02543724;0,01031331;0,02674724;0,03250236;0,01052374;0,01205969;0,01036783;0,01089918;0,01997165;0,01855134;0,00844952;0,01532074;0,01368405;0,00628038;0,00699987;0,01671289;0,00770767;0,00522061;0,00773031;0,00714527;0,00725554;0,01014374;0,00719393;0,00507376
C2;100;22/12/2024  22:00;0,02506914;0,01013351;0,02661958;0,03199422;0,01033405;0,01207950;0,01027009;0,01070444;0,02005450;0,01827136;0,00830975;0,01513534;0,01416113;0,00636656;0,00774721;0,01737250;0,00784668;0,00509486;0,00791528;0,00729664;0,00774590;0,01046677;0,00732771;0,00592300
C2;100;22/12/2024  22:15;0,02551557;0,01039855;0,02712533;0,03260320;0,01061742;0,01218889;0,01036330;0,01099316;0,01987925;0,01858931;0,00853207;0,01552256;0,01411346;0,00640781;0,00760370;0,01726355;0,00788409;0,00437926;0,00791582;0,00731783;0,00768392;0,01044914;0,00735325;0,00579805
C2;100;22/12/2024  22:30;0,02568769;0,01042798;0,02659184;0,03285782;0,01066307;0,01208327;0,01038981;0,01103850;0,01969530;0,01872340;0,00855363;0,01520442;0,01409222;0,00642203;0,00667459;0,01720702;0,00789334;0,00422122;0,00790582;0,00732532;0,00727392;0,01043935;0,00737002;0,00484986
C2;100;22/12/2024  22:45;0,02615951;0,01057993;0,02646964;0,03345784;0,01080096;0,01203808;0,01066469;0,01118458;0,01981430;0,01908180;0,00865476;0,01521170;0,01458881;0,00655832;0,00766979;0,01783976;0,00810493;0,00451517;0,00805482;0,00752073;0,00776457;0,01076454;0,00755513;0,00587632
C2;100;23/12/2024  9:45;0,02616891;0,01057572;0,02804197;0,03349334;0,01080060;0,01242699;0,01066017;0,01117718;0,02088026;0,01912493;0,00864740;0,01558897;0,01448298;0,00659477;0,00746094;0,01776905;0,00809504;0,00534794;0,00811762;0,00751069;0,00709740;0,01069884;0,00755173;0,00565078
