Cuadricula;Peso;Fecha;Sigma0;Sigma1;Sigma2;Sigma3;Sigma4;Sigma5;Sigma6;Sigma7;Sigma8;Sigma9;Sigma10;Sigma11;Sigma12;Sigma13;Sigma14;Sigma15;Sigma16;Sigma17;Sigma18;Sigma19;Sigma20;Sigma21;Sigma22;Sigma23
0;0;05/01/2025  7:00;0,02812850;0,01108874;0,03202239;0,03589699;0,01138504;0,01179260;0,01107186;0,01168878;0,01211110;0,02055324;0,00883176;0,01621742;0,01512180;0,00556078;0,00641534;0,01838762;0,00727458;0,00461383;0,00771274;0,00666392;0,00669846;0,01112344;0,00663156;0,00543067
0;0;05/01/2025  7:15;0,02770248;0,01092300;0,03059235;0,03535074;0,01119665;0,01137248;0,01092532;0,01149869;0,01179438;0,02024517;0,00869609;0,01550411;0,01504346;0,00554821;0,00601341;0,01831150;0,00724897;0,00442855;0,00772637;0,00665882;0,00634994;0,01107939;0,00661699;0,00499163
0;0;05/01/2025  7:30;0,02781031;0,01094460;0,03074231;0,03549368;0,01124288;0,01143858;0,01093097;0,01154479;0,01193235;0,02029313;0,00872675;0,01556102;0,01532224;0,00566540;0,00624529;0,01864782;0,00740674;0,00534809;0,00784665;0,00679878;0,00646593;0,01127404;0,00676311;0,00503832
0;0;05/01/2025  7:45;0,02768691;0,01089641;0,03017130;0,03529348;0,01118144;0,01126332;0,01088698;0,01148066;0,01189186;0,02020801;0,00867852;0,01531727;0,01522808;0,00558645;0,00642120;0,01855166;0,00730688;0,00500989;0,00770254;0,00671351;0,00659893;0,01117935;0,00667173;0,00529082
0;0;05/01/2025  8:00;0,02720019;0,01073133;0,02984130;0,03466964;0,01101388;0,01118755;0,01072461;0,01131561;0,01201218;0,01984599;0,00855586;0,01511532;0,01468948;0,00546605;0,00653078;0,01786369;0,00711762;0,00475732;0,00757780;0,00652930;0,00676538;0,01082780;0,00650710;0,00544795
0;0;05/01/2025  8:15;0,02713136;0,01069446;0,03042466;0,03456062;0,01097276;0,01135376;0,01069400;0,01125281;0,01172153;0,01978462;0,00850961;0,01536526;0,01490980;0,00551577;0,00431271;0,01815694;0,00719003;0,00417776;0,00761587;0,00660376;0,00546493;0,01095553;0,00657065;0,00340505
0;0;05/01/2025  8:30;0,02725393;0,01074049;0,02964504;0,03474914;0,01101978;0,01112362;0,01074932;0,01131207;0,01191075;0,01989072;0,00854522;0,01502944;0,01504539;0,00554775;0,00635888;0,01832871;0,00724183;0,00456121;0,00765877;0,00664713;0,00667619;0,01106140;0,00661033;0,00533792
0;0;05/01/2025  8:45;0,02757002;0,01085119;0,03018223;0,03513134;0,01112617;0,01126262;0,01087074;0,01142408;0,01194988;0,02011913;0,00862446;0,01527777;0,01509351;0,00557362;0,00639919;0,01838671;0,00726624;0,00458205;0,00769636;0,00666566;0,00668596;0,01109109;0,00663414;0,00536635
0;0;05/01/2025  9:00;0,02798219;0,01102505;0,03140313;0,03573419;0,01131702;0,01158364;0,01099828;0,01162508;0,01199360;0,02044772;0,00878718;0,01589721;0,01504504;0,00556946;0,00567607;0,01829518;0,00726516;0,00437051;0,00778586;0,00666257;0,00615260;0,01110400;0,00663446;0,00469794
0;0;05/01/2025  9:15;0,02880485;0,01136033;0,03002846;0,03680976;0,01166393;0,01122520;0,01133502;0,01196910;0,01180891;0,02107793;0,00903040;0,01519513;0,01555759;0,00570835;0,00649863;0,01892827;0,00747188;0,00546400;0,00790063;0,00686370;0,00661354;0,01143667;0,00682737;0,00531600
0;0;05/01/2025  9:30;0,02673170;0,01054190;0,03153498;0,03399780;0,01081167;0,01165157;0,01055417;0,01109542;0,01198532;0,01947351;0,00839287;0,01591722;0,01499088;0,00547344;0,00652258;0,01828556;0,00717909;0,00506578;0,00759807;0,00658802;0,00674290;0,01100488;0,00654784;0,00537218
0;0;05/01/2025  9:45;0,02739953;0,01081648;0,03091202;0,03495360;0,01109030;0,01145569;0,01081269;0,01138944;0,01191019;0,02000750;0,00861562;0,01563882;0,01507472;0,00556543;0,00645824;0,01836463;0,00727213;0,00471933;0,00769007;0,00667130;0,00667405;0,01108839;0,00663827;0,00538470
0;0;05/01/2025  10:00;0,02814590;0,01106999;0,03037715;0,03592704;0,01136326;0,01128233;0,01106926;0,01166429;0,01179154;0,02057499;0,00881896;0,01537360;0,01493642;0,00549395;0,00525006;0,01816024;0,00718105;0,00433202;0,00772178;0,00658691;0,00588543;0,01101426;0,00656355;0,00433922
0;0;05/01/2025  10:15;0,02836891;0,01118698;0,03173960;0,03624886;0,01147672;0,01166111;0,01113514;0,01179491;0,01205464;0,02074351;0,00890860;0,01602887;0,01488592;0,00552868;0,00632144;0,01805752;0,00720230;0,00454495;0,00770920;0,00660704;0,00659595;0,01100344;0,00658392;0,00529079
0;0;05/01/2025  10:30;0,02813584;0,01107802;0,03129328;0,03594453;0,01137212;0,01157042;0,01103028;0,01168131;0,01192861;0,02055958;0,00881422;0,01581652;0,01541257;0,00566596;0,00634721;0,01874494;0,00742185;0,00457621;0,00773365;0,00680447;0,00663470;0,01132887;0,00677671;0,00536090
0;0;05/01/2025  10:45;0,02718784;0,01070911;0,03050405;0,03463773;0,01099037;0,01130754;0,01072977;0,01128195;0,01166301;0,01986517;0,00852764;0,01541832;0,01475913;0,00546564;0,00457460;0,01799581;0,00711711;0,00421516;0,00757014;0,00653839;0,00545906;0,01084865;0,00651466;0,00369092
0;0;05/01/2025  11:00;0,02828190;0,01116410;0,02972342;0,03613365;0,01145955;0,01111293;0,01109727;0,01176355;0,01175731;0,02068681;0,00888222;0,01503750;0,01501335;0,00558602;0,00646651;0,01822193;0,00726602;0,00537162;0,00771887;0,00667905;0,00659356;0,01106613;0,00665620;0,00531878
0;0;05/01/2025  11:15;0,02801026;0,01105052;0,03074502;0,03573624;0,01134646;0,01138266;0,01104805;0,01164552;0,01193547;0,02046731;0,00879970;0,01552604;0,01517455;0,00554737;0,00641009;0,01847541;0,00728068;0,00508430;0,00776968;0,00667537;0,00660465;0,01116717;0,00663227;0,00529070
0;0;05/01/2025  11:30;0,02821862;0,01115209;0,03040014;0,03606135;0,01144924;0,01130009;0,01108204;0,01175054;0,01178691;0,02061891;0,00888448;0,01534829;0,01561076;0,00570321;0,00473228;0,01897745;0,00748976;0,00447338;0,00786743;0,00686089;0,00561752;0,01146873;0,00682629;0,00378043
0;0;05/01/2025  11:45;0,02744464;0,01078359;0,03146243;0,03500809;0,01107684;0,01156848;0,01081063;0,01136526;0,01174354;0,02004606;0,00858683;0,01586581;0,01476351;0,00546994;0,00626841;0,01796170;0,00713189;0,00457448;0,00757426;0,00654669;0,00656028;0,01087235;0,00652159;0,00530502
A1;100;25/12/2024  0:15;0,02015129;0,00814398;0,02738552;0,02604315;0,00812484;0,01392583;0,00795396;0,00856313;0,01302244;0,01441666;0,00678000;0,01296770;0,01292451;0,00540105;0,00858973;0,01573774;0,00656845;0,00495834;0,00924805;0,00605749;0,00772264;0,01028895;0,00614791;0,00725061
A1;100;25/12/2024  0:30;0,01999054;0,00814113;0,02765718;0,02582739;0,00810582;0,01403167;0,00788757;0,00854913;0,01278395;0,01431288;0,00680022;0,01304236;0,01317952;0,00558637;0,00514483;0,01609113;0,00676102;0,00415155;0,00913703;0,00624186;0,00554149;0,01040595;0,00633616;0,00421851
A1;100;25/12/2024  0:45;0,01987534;0,00807107;0,02769334;0,02563545;0,00804228;0,01384162;0,00793729;0,00848722;0,01292214;0,01424008;0,00674564;0,01298906;0,01324683;0,00550443;0,00821877;0,01619483;0,00671142;0,00489066;0,00915285;0,00618029;0,00751157;0,01043266;0,00627214;0,00693789
A1;100;25/12/2024  1:00;0,02006484;0,00812638;0,02702084;0,02592534;0,00811126;0,01365661;0,00792222;0,00854590;0,01288395;0,01435826;0,00677698;0,01276605;0,01301620;0,00543761;0,00829788;0,01586143;0,00662551;0,00489098;0,00916193;0,00609388;0,00754746;0,01031506;0,00618953;0,00701079
A1;100;25/12/2024  1:15;0,01973174;0,00800741;0,02699563;0,02547256;0,00798140;0,01373015;0,00786402;0,00841429;0,01274463;0,01410484;0,00668617;0,01273281;0,01336019;0,00551700;0,00846710;0,01634967;0,00676698;0,00505280;0,00932346;0,00622679;0,00769756;0,01052851;0,00631311;0,00713635
A1;100;25/12/2024  1:30;0,01944866;0,00796804;0,02779380;0,02506435;0,00793145;0,01404248;0,00783562;0,00836773;0,01286858;0,01392158;0,00669080;0,01304006;0,01280743;0,00541035;0,00628657;0,01568304;0,00654959;0,00529453;0,00910385;0,00603566;0,00619089;0,01014245;0,00613123;0,00507114
A1;100;25/12/2024  1:45;0,01940150;0,00793737;0,02739115;0,02498475;0,00790403;0,01398548;0,00779176;0,00832875;0,01289220;0,01385407;0,00665908;0,01290104;0,01276548;0,00536993;0,00830750;0,01561586;0,00651350;0,00568961;0,00917405;0,00600935;0,00752740;0,01013229;0,00610661;0,00694965
A1;100;25/12/2024  2:00;0,01980895;0,00804899;0,02724110;0,02551324;0,00802351;0,01399899;0,00786155;0,00846266;0,01288567;0,01414838;0,00672220;0,01289040;0,01359959;0,00557215;0,00819227;0,01664348;0,00684344;0,00485900;0,00918696;0,00629673;0,00751596;0,01063751;0,00636444;0,00693211
A1;100;25/12/2024  2:15;0,01956357;0,00798531;0,02724037;0,02519408;0,00796214;0,01398318;0,00778325;0,00838745;0,01287488;0,01398864;0,00668125;0,01282814;0,01306589;0,00537593;0,00873066;0,01596755;0,00659110;0,00501294;0,00901651;0,00605733;0,00790667;0,01027479;0,00613484;0,00735252
A1;100;25/12/2024  2:30;0,01978547;0,00803731;0,02725744;0,02551686;0,00801101;0,01405276;0,00790583;0,00843671;0,01292277;0,01413561;0,00672259;0,01289054;0,01338165;0,00550139;0,00651760;0,01637828;0,00672890;0,00453025;0,00935645;0,00619981;0,00646212;0,01055143;0,00629666;0,00542765
A1;100;25/12/2024  2:45;0,01999321;0,00809227;0,02660025;0,02582440;0,00808849;0,01383175;0,00788414;0,00851239;0,01307623;0,01427882;0,00675240;0,01269001;0,01297389;0,00547645;0,00823360;0,01580554;0,00664807;0,00488445;0,00920595;0,00613449;0,00753314;0,01031408;0,00622811;0,00695947
A1;100;25/12/2024  3:00;0,01948376;0,00790340;0,02729988;0,02510767;0,00787233;0,01402771;0,00775750;0,00831304;0,01308990;0,01391324;0,00661740;0,01289877;0,01264913;0,00528223;0,00852114;0,01544921;0,00645390;0,00520655;0,00906096;0,00594407;0,00772521;0,01004775;0,00602439;0,00717088
A1;100;25/12/2024  3:15;0,01990008;0,00809507;0,02634362;0,02567239;0,00808913;0,01366357;0,00793514;0,00850563;0,01280987;0,01423637;0,00676442;0,01250958;0,01340832;0,00551372;0,00849794;0,01642422;0,00674914;0,00572896;0,00925328;0,00622261;0,00769523;0,01054832;0,00629681;0,00707407
A1;100;25/12/2024  3:30;0,02025838;0,00817622;0,02763973;0,02619007;0,00814857;0,01404353;0,00808404;0,00859806;0,01300817;0,01451770;0,00682423;0,01304226;0,01309639;0,00547456;0,00715315;0,01595847;0,00667795;0,00547014;0,00937210;0,00614320;0,00680559;0,01041545;0,00624731;0,00590574
A1;100;25/12/2024  3:45;0,01962911;0,00794437;0,02598167;0,02526604;0,00794670;0,01358950;0,00784082;0,00835370;0,01290573;0,01401000;0,00663323;0,01240266;0,01277347;0,00538020;0,00810655;0,01557648;0,00653979;0,00490553;0,00907562;0,00602361;0,00749798;0,01012693;0,00611771;0,00689168
A1;100;25/12/2024  4:00;0,01955838;0,00797867;0,02705267;0,02518666;0,00794805;0,01391842;0,00779557;0,00837002;0,01300023;0,01396135;0,00667816;0,01279337;0,01276150;0,00536610;0,00829665;0,01559673;0,00653293;0,00485976;0,00912808;0,00602182;0,00757420;0,01013697;0,00610748;0,00698127
A1;100;25/12/2024  4:15;0,01963293;0,00796605;0,02668683;0,02531384;0,00795251;0,01381140;0,00779623;0,00837575;0,01290760;0,01402044;0,00666236;0,01264137;0,01300540;0,00547603;0,00702536;0,01587871;0,00667312;0,00460288;0,00907861;0,00615787;0,00674688;0,01026144;0,00623261;0,00588575
A1;100;25/12/2024  4:30;0,02025476;0,00815070;0,02667806;0,02618896;0,00814702;0,01373800;0,00805851;0,00858457;0,01295634;0,01448543;0,00680166;0,01265337;0,01296635;0,00542275;0,00784837;0,01579875;0,00660666;0,00476142;0,00946032;0,00608063;0,00727029;0,01036006;0,00619259;0,00658864
A1;100;25/12/2024  4:45;0,02051733;0,00828857;0,02667619;0,02646927;0,00827195;0,01377226;0,00817035;0,00872017;0,01302919;0,01473502;0,00690639;0,01261874;0,01356647;0,00556475;0,00825809;0,01654284;0,00684659;0,00526315;0,00921983;0,00630619;0,00757387;0,01065678;0,00636590;0,00687238
A1;100;25/12/2024  5:00;0,01981756;0,00806840;0,02652755;0,02558557;0,00806007;0,01370417;0,00783285;0,00847965;0,01291508;0,01418145;0,00674059;0,01257576;0,01288428;0,00539737;0,00839923;0,01571796;0,00659646;0,00562150;0,00901108;0,00607971;0,00760853;0,01018376;0,00616457;0,00700916
A1;100;25/12/2024  5:15;0,01932650;0,00791672;0,02738675;0,02487051;0,00787506;0,01392489;0,00774453;0,00830252;0,01301379;0,01380584;0,00664491;0,01288006;0,01292813;0,00544983;0,00692829;0,01581322;0,00661816;0,00535737;0,00900114;0,00611123;0,00665304;0,01018247;0,00618908;0,00570718
A1;100;25/12/2024  5:30;0,01997035;0,00806358;0,02619474;0,02580258;0,00806960;0,01372047;0,00791878;0,00848634;0,01299668;0,01429350;0,00672250;0,01249245;0,01317646;0,00549571;0,00811732;0,01608202;0,00670836;0,00485597;0,00928671;0,00617971;0,00751311;0,01042086;0,00626637;0,00686982
A1;100;25/12/2024  5:45;0,01990885;0,00805095;0,02636775;0,02568963;0,00804119;0,01349569;0,00786510;0,00846503;0,01291889;0,01422754;0,00671540;0,01247953;0,01340292;0,00555043;0,00815790;0,01635221;0,00681293;0,00480052;0,00922798;0,00627867;0,00749808;0,01053825;0,00636061;0,00689709
A1;100;25/12/2024  6:00;0,01962102;0,00799019;0,02785005;0,02529311;0,00795200;0,01403291;0,00787237;0,00839594;0,01297567;0,01401529;0,00670520;0,01305401;0,01287236;0,00539774;0,00823696;0,01573939;0,00656369;0,00489259;0,00931803;0,00605601;0,00760447;0,01024455;0,00614290;0,00697260
A1;100;25/12/2024  6:15;0,02048168;0,00827099;0,02682524;0,02646127;0,00826410;0,01383615;0,00808336;0,00869765;0,01295810;0,01467917;0,00688459;0,01275182;0,01310546;0,00552711;0,00766189;0,01595196;0,00673195;0,00473944;0,00921317;0,00620481;0,00719183;0,01038926;0,00630485;0,00648089
A1;100;25/12/2024  6:30;0,01934569;0,00791702;0,02718652;0,02490459;0,00788198;0,01395675;0,00776393;0,00832264;0,01290960;0,01385110;0,00664282;0,01277534;0,01287448;0,00539524;0,00762829;0,01576195;0,00657944;0,00525776;0,00896261;0,00607146;0,00712481;0,01013764;0,00615694;0,00631183
A1;100;25/12/2024  6:45;0,02049221;0,00827562;0,02708536;0,02646046;0,00827925;0,01388806;0,00810240;0,00871222;0,01299665;0,01468947;0,00689387;0,01283021;0,01347366;0,00554737;0,00823237;0,01643589;0,00681627;0,00559542;0,00927398;0,00628428;0,00752794;0,01060355;0,00636142;0,00689075
A1;100;25/12/2024  7:00;0,01977560;0,00799642;0,02634166;0,02553382;0,00798813;0,01361411;0,00788857;0,00841173;0,01277901;0,01414015;0,00667586;0,01244730;0,01305413;0,00548253;0,00838784;0,01596796;0,00668799;0,00556577;0,00930586;0,00616033;0,00760203;0,01033802;0,00626002;0,00702999
A1;100;25/12/2024  7:15;0,02019686;0,00814553;0,02673203;0,02607573;0,00813932;0,01385111;0,00797403;0,00858002;0,01294470;0,01447073;0,00678014;0,01264478;0,01298249;0,00539511;0,00786622;0,01581314;0,00659771;0,00482683;0,00909020;0,00607657;0,00733318;0,01027286;0,00615829;0,00664540
A1;100;25/12/2024  7:30;0,01988829;0,00806458;0,02668194;0,02561562;0,00805920;0,01374118;0,00792439;0,00848713;0,01290460;0,01427422;0,00673140;0,01263828;0,01337876;0,00548129;0,00697333;0,01636292;0,00674244;0,00454695;0,00898877;0,00621596;0,00672253;0,01045706;0,00627661;0,00586267
A1;100;25/12/2024  7:45;0,01990496;0,00807603;0,02595756;0,02561230;0,00808465;0,01347033;0,00788307;0,00850433;0,01288043;0,01426798;0,00674073;0,01229984;0,01353450;0,00550782;0,00797309;0,01654690;0,00677237;0,00482746;0,00899347;0,00624629;0,00739315;0,01054740;0,00630699;0,00670600
A1;100;25/12/2024  8:00;0,01978484;0,00806552;0,02736755;0,02548836;0,00804615;0,01387940;0,00787033;0,00848153;0,01287880;0,01418706;0,00675230;0,01282668;0,01300427;0,00539093;0,00800720;0,01586214;0,00660225;0,00485667;0,00895456;0,00607921;0,00745256;0,01023029;0,00615580;0,00677951
A1;100;25/12/2024  8:15;0,01983868;0,00800882;0,02624359;0,02548228;0,00800377;0,01364422;0,00792848;0,00842410;0,01276708;0,01423710;0,00667000;0,01239971;0,01335585;0,00541719;0,00769033;0,01632533;0,00668337;0,00533058;0,00882631;0,00615950;0,00712846;0,01039855;0,00621266;0,00632710
A1;100;25/12/2024  8:30;0,02014256;0,00813171;0,02690364;0,02600358;0,00811484;0,01372101;0,00801870;0,00855072;0,01280255;0,01444488;0,00677676;0,01265436;0,01328935;0,00551319;0,00792879;0,01623201;0,00676092;0,00567471;0,00922864;0,00623323;0,00732507;0,01046383;0,00630953;0,00657952
A1;100;25/12/2024  8:45;0,01987350;0,00805850;0,02642528;0,02560974;0,00804150;0,01367125;0,00792011;0,00847190;0,01287087;0,01424042;0,00672159;0,01246112;0,01324840;0,00549552;0,00815995;0,01619540;0,00671596;0,00545398;0,00904817;0,00619113;0,00748828;0,01039473;0,00627615;0,00685802
A1;100;25/12/2024  9:00;0,01957273;0,00797545;0,02645567;0,02520794;0,00794456;0,01359779;0,00779072;0,00837567;0,01268667;0,01401541;0,00666711;0,01241522;0,01291969;0,00537405;0,00823420;0,01579371;0,00656872;0,00486325;0,00902203;0,00605203;0,00757824;0,01019161;0,00612196;0,00696334
A1;100;25/12/2024  9:15;0,02041586;0,00823407;0,02645014;0,02635969;0,00822962;0,01363790;0,00816029;0,00866142;0,01280194;0,01465804;0,00684891;0,01246016;0,01316305;0,00542157;0,00804861;0,01608390;0,00666185;0,00481850;0,00933300;0,00612445;0,00742656;0,01042283;0,00620420;0,00680200
A1;100;25/12/2024  9:30;0,02006751;0,00812532;0,02670172;0,02588260;0,00810789;0,01363656;0,00795074;0,00855557;0,01298728;0,01437920;0,00678769;0,01259344;0,01313522;0,00548327;0,00723881;0,01602082;0,00671042;0,00459313;0,00909251;0,00618015;0,00689203;0,01034529;0,00626055;0,00607506
A1;100;25/12/2024  9:45;0,02009819;0,00816634;0,02759491;0,02590204;0,00814044;0,01398763;0,00802047;0,00858910;0,01290142;0,01444527;0,00682797;0,01293629;0,01315917;0,00545192;0,00808842;0,01605520;0,00668100;0,00485220;0,00900052;0,00615753;0,00747203;0,01034142;0,00622562;0,00681211
A1;100;25/12/2024  10:00;0,01991065;0,00805936;0,02667220;0,02567610;0,00804760;0,01374736;0,00794793;0,00848389;0,01267353;0,01428492;0,00671537;0,01250265;0,01321111;0,00545058;0,00820418;0,01616140;0,00666225;0,00556010;0,00911433;0,00614781;0,00749772;0,01037781;0,00621278;0,00684939
A1;100;25/12/2024  10:15;0,01984999;0,00807935;0,02615582;0,02560756;0,00806610;0,01365592;0,00793182;0,00848722;0,01295507;0,01419935;0,00675033;0,01235848;0,01304248;0,00547890;0,00704479;0,01595161;0,00666343;0,00552732;0,00924877;0,00615457;0,00670364;0,01031931;0,00623897;0,00580204
A1;100;25/12/2024  10:30;0,01954453;0,00795800;0,02670408;0,02515602;0,00793587;0,01370639;0,00777610;0,00835985;0,01267985;0,01398618;0,00665350;0,01251501;0,01299674;0,00537273;0,00817875;0,01589090;0,00658556;0,00541779;0,00896633;0,00606892;0,00751944;0,01020752;0,00614189;0,00688886
A1;100;25/12/2024  10:45;0,02003453;0,00809709;0,02600145;0,02584222;0,00808148;0,01337643;0,00791305;0,00851947;0,01293346;0,01431215;0,00675650;0,01227144;0,01333487;0,00549228;0,00818037;0,01629121;0,00675052;0,00484344;0,00933240;0,00621788;0,00747908;0,01051626;0,00629793;0,00693743
A1;100;25/12/2024  11:00;0,01952539;0,00797665;0,02655285;0,02514963;0,00794851;0,01364555;0,00782490;0,00837488;0,01290221;0,01396515;0,00668129;0,01249627;0,01299804;0,00546039;0,00835531;0,01592635;0,00664777;0,00486890;0,00912926;0,00613411;0,00762463;0,01025413;0,00621031;0,00711323
A1;100;25/12/2024  11:15;0,01942437;0,00788703;0,02675220;0,02503705;0,00785888;0,01366031;0,00778112;0,00828967;0,01267876;0,01388123;0,00660252;0,01252286;0,01303049;0,00538328;0,00559822;0,01595255;0,00660346;0,00424953;0,00921502;0,00607586;0,00582550;0,01029290;0,00615245;0,00464463
A1;100;25/12/2024  11:30;0,02055621;0,00831322;0,02631443;0,02657777;0,00831420;0,01371021;0,00805049;0,00875014;0,01293924;0,01474958;0,00691453;0,01247879;0,01354694;0,00559262;0,00846839;0,01650411;0,00687211;0,00497985;0,00919954;0,00632090;0,00770317;0,01063862;0,00640330;0,00720267
A1;100;25/12/2024  11:45;0,01902680;0,00779208;0,02600665;0,02446699;0,00777340;0,01352730;0,00762830;0,00817215;0,01265380;0,01358178;0,00653342;0,01222412;0,01289512;0,00538866;0,00873123;0,01581372;0,00657326;0,00571200;0,00895408;0,00605894;0,00781174;0,01014248;0,00613446;0,00729533
A1;100;25/12/2024  12:00;0,01982198;0,00806408;0,02735192;0,02565807;0,00802753;0,01384966;0,00790954;0,00846433;0,01278566;0,01417198;0,00674591;0,01280572;0,01325176;0,00557273;0,00768349;0,01620859;0,00679534;0,00560706;0,00948004;0,00626504;0,00712825;0,01051272;0,00635733;0,00644559
A1;100;25/12/2024  12:15;0,01961964;0,00798614;0,02664757;0,02527015;0,00796596;0,01373998;0,00788739;0,00838283;0,01283495;0,01401588;0,00667958;0,01255840;0,01272955;0,00539213;0,00791096;0,01555607;0,00652346;0,00530733;0,00917162;0,00602482;0,00730938;0,01012093;0,00611889;0,00668975
A1;100;25/12/2024  12:30;0,01965387;0,00799324;0,02666439;0,02535041;0,00797607;0,01362578;0,00782181;0,00839850;0,01265399;0,01405204;0,00668303;0,01255416;0,01287346;0,00538946;0,00822820;0,01571773;0,00655845;0,00495619;0,00914144;0,00605266;0,00755683;0,01019448;0,00613125;0,00700617
A1;100;25/12/2024  12:45;0,02015832;0,00815954;0,02772746;0,02605454;0,00813037;0,01393486;0,00796871;0,00859111;0,01299614;0,01443223;0,00682361;0,01299410;0,01286622;0,00542433;0,00815888;0,01565509;0,00658929;0,00487979;0,00923918;0,00607344;0,00751735;0,01024674;0,00616447;0,00696984
A1;100;25/12/2024  13:00;0,02028580;0,00819842;0,02648469;0,02615901;0,00819683;0,01372115;0,00802423;0,00862376;0,01286487;0,01453786;0,00682265;0,01258063;0,01357678;0,00548821;0,00501964;0,01657212;0,00678135;0,00412929;0,00920009;0,00623009;0,00544779;0,01063137;0,00631531;0,00417575
A1;100;25/12/2024  13:15;0,02008901;0,00813993;0,02687302;0,02594098;0,00813600;0,01379168;0,00795166;0,00856467;0,01270212;0,01438087;0,00679004;0,01271378;0,01312676;0,00544201;0,00818287;0,01601252;0,00665809;0,00484351;0,00920429;0,00612383;0,00744165;0,01038045;0,00621622;0,00700005
A1;100;25/12/2024  13:30;0,02018637;0,00819187;0,02663035;0,02604393;0,00817894;0,01375682;0,00799087;0,00860569;0,01289204;0,01444961;0,00682889;0,01261497;0,01304960;0,00540119;0,00868198;0,01589728;0,00661996;0,00578396;0,00921286;0,00608590;0,00772614;0,01034205;0,00617017;0,00727754
A1;100;25/12/2024  13:45;0,02047423;0,00828327;0,02662384;0,02652686;0,00826931;0,01356968;0,00809031;0,00870557;0,01274581;0,01466759;0,00689506;0,01258620;0,01363092;0,00560106;0,00615520;0,01662855;0,00687665;0,00516798;0,00951774;0,00632990;0,00603990;0,01076426;0,00642278;0,00509969
A1;100;25/12/2024  14:00;0,01977124;0,00801653;0,02639436;0,02550587;0,00800741;0,01365590;0,00785414;0,00841939;0,01285768;0,01411287;0,00668172;0,01257632;0,01299305;0,00540410;0,00825907;0,01587452;0,00659256;0,00511979;0,00926429;0,00606583;0,00747859;0,01029858;0,00616475;0,00703316
